userid,今日の内容で、分かったこと・できたことを書いてください,今日の内容で、分からなかったこと・できなかったことを書いてください,今日の内容を自分なりの言葉で説明してみてください,今日の授業の感想や反省を書いてください,質問があれば書いてください
D-2021_U23,いままでの学習が単体ではなく、横断的に理解できた。,,オンデマンド授業でいままでの知識の整理をする活動を行った。,人に見られる図書館の投稿は緊張しました。,
D-2021_U28,知識マップや図書館LGCの基本的な使い方,,知識マップによる振り返り、図書館LGCへの要点記事,"途中まで作っていた知識マップが途中で消えて思うように進みませんでした。
次回の授業までには提出します。",知識マップの保存はできるのか、できる場合そのやり方
D-2021_U29,振り返り,,振り返り,,
D-2021_U3,,,全体の繋がりをまとめた。,マーカーを引いたところの文字の読み取りが悪すぎて苦労した。読み取った文字を編集できる機能を後になって気が付いて良かったが、改善を望む。,
D-2021_U30,,,今までの内容を自分で整理しまとめた。,今までの授業でリアルタイムでマーカーをつけてて良かった。,
D-2021_U31,,,知識マップの作成、図書館LGCに要点記事を投稿,要点記事の投稿において、トピックを横断的にとらえた記事にするのが難しかった,
D-2021_U32,,,,前の授業を振り返ることができてとてもいい機会にになった。,
D-2021_U41,今まで学んできたこと体系,,図書館LGCの利用と知識マップの作成,,
D-2021_U43,,,離散フーリエ変換について,,
D-2021_U46,知識マップにまとめることで今まで学んできたことそれぞれについての相関関係がわかった。,,今回は今まで学んできたことをもとに自分なりに知識マップを作成した。,,
D-2021_U57,,,離散時間フーリエ変換の方法や性質,,
D-2021_U61,,,"知識マップの作製と図書館LGCへの投稿を行った
",よい復習になったと思いました。,特にありません。
